,location,total_sqft,bath,price,bhk
6945,Uttarahalli,1525.0,2.0,62.82,3
6946,Uttarahalli,1265.0,2.0,65.0,3
6949,Uttarahalli,1213.0,2.0,48.0,2
6951,Uttarahalli,900.0,2.0,35.0,2
6952,Uttarahalli,1065.0,2.0,42.6,2
6955,Uttarahalli,1125.0,2.0,47.0,2
6956,Uttarahalli,1270.0,2.0,55.25,3
6957,Uttarahalli,1270.0,2.0,55.25,3
6958,Uttarahalli,1107.0,2.0,45.0,2
6959,Uttarahalli,1200.0,2.0,55.0,2
6961,Uttarahalli,1460.0,3.0,76.0,3
6962,Uttarahalli,1500.0,3.0,68.0,3
6963,Uttarahalli,1120.0,2.0,50.0,2
6964,Uttarahalli,1150.0,2.0,46.0,2
6965,Uttarahalli,1330.0,2.0,58.0,3
6967,Uttarahalli,1050.0,2.0,42.0,2
6968,Uttarahalli,1125.0,2.0,48.0,2
6970,Uttarahalli,1345.0,2.0,57.0,3
6971,Uttarahalli,1345.0,2.0,57.0,3
6973,Uttarahalli,1000.0,2.0,52.0,2
6974,Uttarahalli,1037.0,2.0,36.0,2
6976,Uttarahalli,1000.0,2.0,39.5,2
6977,Uttarahalli,1125.0,1.0,45.0,2
6979,Uttarahalli,1160.0,2.0,40.58,2
6980,Uttarahalli,1123.0,2.0,60.0,2
6982,Uttarahalli,1000.0,2.0,35.0,2
6983,Uttarahalli,1330.0,2.0,57.0,3
6984,Uttarahalli,1125.0,2.0,47.0,2
6985,Uttarahalli,1165.0,1.0,42.09,2
6986,Uttarahalli,1260.0,2.0,55.0,2
6987,Uttarahalli,1284.0,2.0,53.36,2
6988,Uttarahalli,1150.0,2.0,45.99,2
6990,Uttarahalli,1290.0,2.0,56.12,3
6991,Uttarahalli,1328.0,2.0,56.0,3
6992,Uttarahalli,1040.0,2.0,36.4,2
6993,Uttarahalli,1290.0,2.0,56.12,3
6995,Uttarahalli,1075.0,2.0,46.76,2
6996,Uttarahalli,1345.0,2.0,57.0,3
6997,Varthur,1160.0,2.0,44.0,2
6998,Varthur,1385.0,2.0,80.0,2
7000,Varthur,1024.0,2.0,42.0,2
7001,Varthur,1125.0,2.0,40.0,2
7002,Varthur,1112.0,2.0,40.0,2
7003,Varthur,1055.0,2.0,45.35,2
7004,Varthur,1280.0,2.0,65.0,2
7005,Varthur,977.0,2.0,36.0,2
7006,Varthur,1250.0,3.0,71.0,3
7007,Varthur,1200.0,3.0,67.75,3
7008,Varthur,1111.0,2.0,41.88,2
7009,Varthur,1140.0,2.0,55.5,2
7010,Varthur,1012.0,2.0,59.0,2
7011,Varthur,1140.0,2.0,39.9,2
7012,Varthur,1090.0,2.0,48.0,2
7013,Varthur,1450.0,3.0,71.0,3
7014,Varthur,1210.0,2.0,60.0,2
7015,Varthur,1070.0,2.0,46.0,2
7016,Varthur,1360.0,2.0,85.0,3
7017,Varthur,965.0,2.0,34.0,2
7018,Varthur,1120.0,2.0,44.24,2
7019,Varthur,1395.0,2.0,79.0,3
7020,Varthur,1085.0,2.0,45.0,2
7021,Varthur,1250.0,2.0,47.0,2
7022,Varthur,1200.0,3.0,68.38,3
7024,Varthur,1155.0,2.0,60.0,2
7025,Varthur,1035.0,2.0,60.0,2
7026,Varthur,1155.0,2.0,39.0,2
7027,Varthur,1180.0,2.0,55.0,2
7029,Varthur,1738.0,2.0,57.35,2
7030,Varthur,1045.0,2.0,40.65,2
7031,Varthur,1155.0,2.0,39.0,2
7033,Varthur,1210.0,2.0,64.15,2
7035,Varthur,1105.0,2.0,38.0,2
7036,Varthur,1560.0,3.0,90.0,3
7037,Varthur,1760.0,2.0,85.0,2
7038,Varthur,1210.0,2.0,54.0,2
7039,Varthur,1112.0,2.0,40.0,2
7041,Varthur,1000.0,1.0,65.0,2
7043,Varthur Road,900.0,2.0,27.0,2
7044,Varthur Road,1277.0,2.0,59.0,2
7045,Varthur Road,1247.0,2.0,58.0,3
7046,Varthur Road,1050.0,2.0,42.7,2
7047,Varthur Road,1255.0,2.0,52.76,2
7049,Varthur Road,1033.0,2.0,32.0,2
7050,Varthur Road,1140.0,2.0,49.11,2
7051,Varthur Road,850.0,2.0,25.4,2
7052,Vasanthapura,1022.0,2.0,40.0,2
7053,Vasanthapura,1135.0,2.0,39.73,2
7054,Vasanthapura,995.0,2.0,34.82,2
7055,Vasanthapura,995.0,2.0,34.82,2
7056,Vasanthapura,1037.0,2.0,36.28,2
7057,Vasanthapura,978.0,2.0,34.22,2
7058,Vasanthapura,1037.0,2.0,36.28,2
7059,Vidyaranyapura,1440.0,2.0,95.0,2
7060,Vidyaranyapura,1062.0,2.0,38.0,2
7061,Vidyaranyapura,1200.0,2.0,55.0,2
7062,Vidyaranyapura,1200.0,4.0,90.0,4
7064,Vidyaranyapura,1060.0,2.0,55.0,2
7065,Vidyaranyapura,1100.0,2.0,54.0,2
7066,Vidyaranyapura,1440.0,2.0,70.0,3
7067,Vidyaranyapura,1100.0,2.0,54.0,2
7068,Vidyaranyapura,1000.0,2.0,35.0,2
7070,Vidyaranyapura,1120.0,2.0,70.0,2
7071,Vidyaranyapura,945.0,2.0,40.0,2
7072,Vidyaranyapura,1100.0,2.0,54.0,2
7073,Vidyaranyapura,1200.0,2.0,65.0,3
7074,Vidyaranyapura,1200.0,2.0,52.0,2
7075,Vidyaranyapura,1050.0,2.0,50.0,2
7076,Vidyaranyapura,1188.0,2.0,50.0,2
7077,Vidyaranyapura,1100.0,2.0,75.0,3
7078,Vidyaranyapura,1100.0,2.0,72.0,3
7079,Vidyaranyapura,2400.0,5.0,135.0,4
7080,Vidyaranyapura,1100.0,2.0,41.0,2
7081,Vidyaranyapura,1200.0,2.0,60.5,2
7082,Vidyaranyapura,1200.0,2.0,42.0,2
7083,Vijayanagar,1704.0,3.0,110.0,3
7084,Vijayanagar,1933.0,3.0,129.0,3
7086,Vijayanagar,1450.0,3.0,100.0,3
7087,Vijayanagar,1580.0,2.0,134.0,3
7088,Vijayanagar,1826.0,3.0,121.0,3
7089,Vijayanagar,1739.0,3.0,116.0,3
7090,Vijayanagar,1490.0,3.0,100.0,3
7091,Vijayanagar,1180.0,2.0,65.0,2
7092,Vijayanagar,606.0,1.0,34.78,1
7093,Vijayanagar,1352.0,2.0,68.0,2
7094,Vijayanagar,1527.0,3.0,115.0,3
7095,Vijayanagar,989.0,2.0,60.0,2
7096,Vijayanagar,1520.0,2.0,103.0,3
7097,Vijayanagar,1749.0,3.0,117.0,3
7098,Vijayanagar,1046.0,2.0,75.0,2
7099,Vijayanagar,606.0,1.0,40.0,1
7100,Vijayanagar,1200.0,2.0,62.0,2
7103,Vijayanagar,1760.0,3.0,140.0,3
7104,Vijayanagar,2047.0,3.0,136.0,3
7105,Vijayanagar,1200.0,2.0,75.0,3
7106,Vijayanagar,1178.0,2.0,82.0,2
7107,Vijayanagar,864.0,2.0,45.0,2
7109,Vijayanagar,920.0,2.0,60.0,2
7110,Vijayanagar,1019.0,2.0,58.0,2
7111,Vijayanagar,2400.0,6.0,125.0,5
7112,Vijayanagar,1180.0,2.0,86.0,2
7113,Vijayanagar,1046.0,2.0,49.06,2
7114,Vijayanagar,2400.0,2.0,230.0,1
7115,Vijayanagar,492.0,1.0,40.0,1
7117,Vishveshwarya Layout,750.0,1.0,30.0,1
7118,Vishveshwarya Layout,2000.0,4.0,75.0,4
7119,Vishveshwarya Layout,2100.0,6.0,92.0,6
7120,Vishveshwarya Layout,2000.0,3.0,90.0,4
7121,Vishwapriya Layout,820.0,2.0,30.0,2
7122,Vishwapriya Layout,770.0,2.0,30.0,2
7123,Vishwapriya Layout,910.0,2.0,36.0,2
7124,Vishwapriya Layout,890.0,2.0,37.0,2
7125,Vittasandra,1404.0,2.0,71.0,2
7126,Vittasandra,1246.0,2.0,67.0,2
7127,Vittasandra,1404.0,2.0,69.3,2
7128,Vittasandra,1246.0,2.0,67.3,2
7129,Vittasandra,1246.0,2.0,64.5,2
7130,Vittasandra,1246.0,2.0,64.5,2
7131,Vittasandra,1246.0,2.0,68.0,2
7133,Vittasandra,1238.0,2.0,67.0,2
7134,Vittasandra,1404.0,2.0,75.0,2
7135,Vittasandra,1246.0,2.0,65.0,2
7136,Vittasandra,1238.0,2.0,67.0,2
7137,Vittasandra,1246.0,2.0,67.4,2
7138,Vittasandra,1259.0,2.0,67.4,2
7139,Vittasandra,1404.0,2.0,68.8,2
7140,Vittasandra,1246.0,2.0,62.3,2
7141,Vittasandra,1246.0,2.0,63.0,2
7142,Vittasandra,1246.0,2.0,67.4,2
7143,Vittasandra,1246.0,2.0,65.4,2
7145,Vittasandra,1238.0,2.0,67.32,2
7146,Vittasandra,1246.0,2.0,67.4,2
7148,Vittasandra,1246.0,2.0,67.3,2
7149,Vittasandra,1404.0,2.0,70.0,2
7150,Vittasandra,1259.0,2.0,67.48,2
7151,Vittasandra,1404.0,2.0,75.0,2
7153,Vittasandra,1246.0,2.0,67.0,2
7156,Vittasandra,1404.0,2.0,72.0,2
7157,Vittasandra,1246.0,2.0,67.5,2
7158,Vittasandra,1246.0,2.0,67.5,2
7159,Vittasandra,1404.0,2.0,70.0,2
7160,Vittasandra,1246.0,2.0,65.0,2
7161,Vittasandra,1246.0,2.0,67.4,2
7165,Whitefield,1610.0,3.0,81.0,3
7166,Whitefield,1459.0,2.0,94.82,2
7171,Whitefield,1280.0,2.0,75.0,2
7173,Whitefield,1910.0,3.0,161.0,3
7174,Whitefield,3252.0,4.0,230.0,4
7175,Whitefield,11890.0,4.0,700.0,4
7178,Whitefield,1150.0,2.0,70.0,2
7179,Whitefield,1768.0,3.0,101.0,3
7181,Whitefield,4144.0,4.0,315.0,4
7182,Whitefield,4104.0,4.0,360.0,4
7183,Whitefield,1790.0,3.0,100.0,3
7184,Whitefield,1720.0,3.0,100.0,3
7186,Whitefield,1640.0,4.0,91.0,3
7189,Whitefield,2280.0,4.0,126.0,3
7191,Whitefield,1447.0,2.0,83.0,2
7193,Whitefield,1897.0,3.0,130.0,3
7194,Whitefield,2225.0,2.0,125.0,3
7197,Whitefield,2268.0,3.0,163.0,4
7200,Whitefield,2400.0,4.0,200.0,4
7202,Whitefield,1360.0,2.0,95.0,2
7204,Whitefield,1697.0,3.0,94.79,3
7205,Whitefield,5000.0,4.0,400.0,4
7206,Whitefield,3000.0,5.0,250.0,4
7207,Whitefield,1700.0,3.0,115.0,3
7210,Whitefield,2842.0,3.0,162.0,3
7214,Whitefield,1500.0,3.0,130.0,3
7215,Whitefield,1280.0,2.0,75.0,2
7217,Whitefield,1405.0,2.0,78.0,3
7218,Whitefield,2225.0,3.0,115.0,3
7219,Whitefield,1272.0,2.0,95.05,2
7222,Whitefield,1192.0,2.0,71.0,2
7226,Whitefield,1626.0,3.0,89.0,3
7227,Whitefield,1585.0,3.0,88.0,3
7229,Whitefield,1280.0,2.0,85.0,2
7230,Whitefield,1200.0,3.0,68.5,3
7231,Whitefield,4000.0,4.0,330.0,4
7232,Whitefield,1697.0,3.0,108.0,3
7234,Whitefield,3606.0,4.0,312.0,4
7235,Whitefield,1485.0,2.0,90.0,2
7236,Whitefield,950.0,1.0,50.0,1
7237,Whitefield,3584.0,4.0,199.0,4
7238,Whitefield,825.0,1.0,45.0,1
7241,Whitefield,1635.0,2.0,85.0,3
7242,Whitefield,1216.0,2.0,79.0,2
7248,Whitefield,920.0,2.0,63.0,2
7250,Whitefield,1170.0,2.0,71.0,2
7251,Whitefield,1118.0,2.0,75.0,2
7252,Whitefield,1800.0,3.0,110.0,3
7253,Whitefield,1562.0,3.0,103.0,3
7256,Whitefield,2321.0,4.0,128.0,3
7257,Whitefield,1320.0,2.0,95.0,2
7260,Whitefield,3010.0,3.0,200.0,3
7261,Whitefield,1346.0,2.0,96.17,2
7266,Whitefield,2500.0,4.0,155.0,4
7267,Whitefield,905.0,1.0,55.0,1
7269,Whitefield,2268.0,3.0,146.0,4
7272,Whitefield,937.0,1.0,32.79,1
7273,Whitefield,3537.0,5.0,210.0,4
7275,Whitefield,1697.0,3.0,115.0,3
7279,Whitefield,3250.0,5.0,290.0,5
7283,Whitefield,1269.0,2.0,75.0,2
7284,Whitefield,3227.0,5.0,250.0,5
7285,Whitefield,1545.0,3.0,79.0,3
7288,Whitefield,3262.0,4.0,260.0,4
7290,Whitefield,1132.0,2.0,79.28,2
7293,Whitefield,2830.0,5.0,160.0,4
7295,Whitefield,1195.0,2.0,70.0,2
7296,Whitefield,3480.0,4.0,284.0,3
7298,Whitefield,1250.0,2.0,72.0,2
7299,Whitefield,971.0,1.0,34.385,1
7300,Whitefield,1340.0,2.0,77.0,2
7301,Whitefield,1320.0,2.0,79.5,2
7302,Whitefield,750.0,2.0,52.7,2
7303,Whitefield,1200.0,3.0,61.96,3
7309,Whitefield,3445.0,5.0,270.0,4
7310,Whitefield,1700.0,3.0,140.0,3
7311,Whitefield,4827.0,4.0,400.0,4
7312,Whitefield,1405.0,2.0,84.5,2
7314,Whitefield,3252.0,4.0,280.0,4
7316,Whitefield,1150.0,2.0,90.0,2
7317,Whitefield,2400.0,4.0,147.0,4
7319,Whitefield,624.0,1.0,35.0,1
7322,Whitefield,1700.0,3.0,95.0,3
7323,Whitefield,4960.0,4.0,400.0,4
7324,Whitefield,2928.0,4.0,198.0,4
7327,Whitefield,1216.0,2.0,84.0,2
7328,Whitefield,2882.0,5.0,204.0,4
7329,Whitefield,1840.0,3.0,140.0,3
7330,Whitefield,1778.0,3.0,122.0,3
7331,Whitefield,1400.0,2.0,80.0,2
7332,Whitefield,650.0,1.0,25.0,1
7333,Whitefield,2155.0,3.0,125.0,4
7334,Whitefield,905.0,1.0,52.0,1
7339,Whitefield,1216.0,2.0,75.0,2
7340,Whitefield,1355.0,2.0,78.0,2
7341,Whitefield,1255.0,2.0,77.0,2
7342,Whitefield,1216.0,2.0,73.0,2
7343,Whitefield,971.0,1.0,34.735,1
7347,Whitefield,1745.0,3.0,100.0,3
7348,Whitefield,3200.0,4.0,224.0,4
7350,Whitefield,825.0,1.0,44.9,1
7354,Whitefield,1870.0,3.0,138.0,3
7357,Whitefield,1862.0,3.0,125.0,3
7358,Whitefield,1655.0,3.0,113.0,3
7359,Whitefield,530.0,1.0,29.44,1
7361,Whitefield,905.0,1.0,50.0,1
7362,Whitefield,1600.0,3.0,82.0,3
7363,Whitefield,1230.0,4.0,80.0,4
7365,Whitefield,937.0,1.0,32.15,1
7366,Whitefield,905.0,1.0,52.0,1
7370,Whitefield,1216.0,2.0,83.0,2
7375,Whitefield,4075.0,5.0,226.0,4
7376,Whitefield,1216.0,2.0,75.0,2
7387,Whitefield,750.0,1.0,51.0,1
7389,Whitefield,1173.0,2.0,77.0,2
7390,Whitefield,1200.0,3.0,68.4,3
7394,Whitefield,3425.0,5.0,250.0,4
7399,Whitefield,2173.0,3.0,128.0,3
7401,Whitefield,905.0,1.0,62.0,1
7402,Whitefield,1870.0,3.0,138.0,3
7403,Whitefield,1320.0,2.0,99.26,2
7404,Whitefield,2901.0,4.0,190.0,3
7405,Whitefield,1485.0,2.0,96.51,2
7406,Whitefield,1755.0,3.0,101.0,3
7408,Whitefield,2225.0,3.0,149.0,3
7409,Whitefield,1250.0,2.0,82.0,2
7410,Whitefield,605.0,1.0,40.0,1
7413,Whitefield,2210.0,3.0,156.0,3
7414,Whitefield,1173.0,2.0,78.2,2
7415,Whitefield,1740.0,4.0,130.0,3
7416,Whitefield,1216.0,2.0,75.0,2
7418,Whitefield,1655.0,3.0,120.0,3
7421,Whitefield,1180.0,2.0,70.0,2
7423,Whitefield,2023.0,4.0,130.0,3
7424,Whitefield,2134.0,4.0,118.0,3
7427,Whitefield,905.0,1.0,60.0,1
7433,Whitefield,1452.0,3.0,90.0,3
7434,Whitefield,2850.0,5.0,240.0,4
7437,Whitefield,2830.0,5.0,190.0,4
7438,Whitefield,1295.0,2.0,78.5,2
7439,Whitefield,840.0,1.0,57.6,1
7440,Whitefield,1991.0,3.0,104.0,3
7444,Whitefield,1655.0,3.0,97.0,3
7445,Whitefield,1850.0,3.0,150.0,3
7446,Whitefield,1200.0,3.0,67.77,3
7447,Whitefield,1290.0,2.0,90.0,2
7450,Whitefield,1216.0,2.0,75.0,2
7451,Whitefield,1356.0,2.0,94.84,2
7452,Whitefield,1338.0,2.0,103.0,2
7455,Whitefield,3450.0,4.0,208.0,3
7459,Whitefield,1267.0,2.0,90.33,2
7460,Whitefield,2400.0,4.0,143.0,4
7461,Whitefield,1836.0,3.0,125.0,3
7463,Whitefield,3596.0,3.0,200.0,3
7464,Whitefield,1275.0,2.0,65.0,3
7467,Whitefield,1216.0,2.0,82.0,2
7468,Whitefield,1495.0,3.0,88.0,2
7469,Whitefield,1564.0,3.0,103.0,3
7470,Whitefield,1585.0,3.0,84.0,3
7473,Whitefield,1558.0,3.0,90.0,3
7474,Whitefield,1216.0,2.0,75.0,2
7475,Whitefield,1227.0,2.0,70.0,2
7476,Whitefield,1704.0,3.0,120.0,3
7477,Whitefield,1256.0,2.0,73.0,2
7480,Whitefield,1300.0,2.0,78.0,2
7481,Whitefield,1570.0,3.0,88.0,3
7482,Whitefield,1216.0,2.0,84.03,2
7484,Whitefield,1216.0,2.0,72.5,2
7486,Whitefield,2025.0,4.0,115.0,3
7487,Whitefield,1346.0,2.0,100.0,3
7491,Whitefield,2990.0,3.0,198.0,4
7494,Whitefield,1720.0,3.0,98.97,3
7495,Whitefield,1600.0,3.0,95.0,3
7496,Whitefield,1655.0,3.0,108.0,3
7497,Whitefield,1740.0,3.0,95.0,3
7499,Whitefield,1350.0,2.0,88.0,2
7501,Whitefield,1216.0,2.0,80.0,2
7502,Whitefield,2900.0,4.0,225.0,4
7503,Whitefield,1340.0,2.0,101.0,2
7505,Whitefield,1500.0,3.0,78.57,3
7506,Whitefield,1626.0,3.0,85.0,3
7508,Whitefield,1100.0,2.0,65.0,2
7510,Whitefield,1270.0,2.0,65.0,3
7511,Whitefield,3117.0,3.0,261.0,3
7512,Whitefield,1216.0,2.0,73.0,2
7514,Whitefield,3150.0,3.0,290.0,3
7516,Whitefield,2956.0,5.0,234.0,4
7520,Whitefield,2247.0,3.0,145.0,3
7521,Whitefield,3940.0,5.0,265.0,4
7523,Whitefield,1160.0,2.0,67.0,2
7525,Whitefield,1180.0,2.0,77.0,2
7526,Whitefield,2140.0,3.0,139.0,3
7527,Whitefield,1314.0,2.0,84.0,2
7530,Whitefield,1012.0,2.0,58.0,2
7534,Whitefield,1431.0,3.0,85.0,3
7535,Whitefield,524.0,1.0,29.0,1
7536,Whitefield,2830.0,4.0,161.0,4
7537,Whitefield,2135.0,3.0,149.0,4
7539,Whitefield,3075.0,2.0,188.0,4
7540,Whitefield,1760.0,3.0,160.0,3
7541,Whitefield,1655.0,3.0,110.0,3
7542,Whitefield,840.0,1.0,57.0,1
7543,Whitefield,1725.0,3.0,106.0,3
7546,Whitefield,516.0,1.0,39.0,1
7548,Whitefield,6000.0,4.0,410.0,4
7549,Whitefield,1639.0,3.0,107.0,3
7550,Whitefield,1820.0,3.0,113.0,3
7552,Whitefield,3565.0,4.0,218.0,4
7553,Whitefield,3410.0,5.0,253.0,4
7556,Whitefield,4500.0,4.0,330.0,4
7557,Whitefield,1250.0,2.0,85.0,2
7559,Whitefield,1277.0,2.0,77.0,2
7560,Whitefield,1820.0,3.0,140.0,3
7561,Whitefield,3453.0,4.0,247.0,4
7566,Whitefield,2280.0,4.0,125.0,3
7567,Whitefield,2882.0,5.0,200.0,4
7572,Whitefield,1190.0,2.0,70.0,2
7574,Whitefield,1270.0,2.0,94.0,2
7575,Whitefield,1220.0,2.0,89.0,2
7578,Whitefield,3758.0,3.0,300.0,3
7583,Whitefield,1216.0,2.0,72.0,2
7585,Whitefield,5400.0,5.0,475.0,4
7586,Whitefield,1396.0,3.0,74.0,3
7595,Whitefield,1615.0,3.0,96.9,3
7601,Whitefield,1200.0,2.0,70.0,2
7604,Whitefield,1216.0,2.0,75.0,2
7606,Whitefield,2321.0,4.0,157.0,3
7607,Whitefield,1224.0,2.0,75.0,2
7608,Whitefield,1655.0,3.0,113.0,3
7610,Whitefield,4144.0,5.0,331.0,5
7614,Whitefield,1200.0,3.0,67.75,3
7615,Whitefield,2444.0,4.0,145.0,4
7616,Whitefield,1270.0,2.0,110.0,2
7617,Whitefield,1660.0,3.0,110.0,3
7618,Whitefield,1270.0,2.0,105.0,2
7620,Whitefield,1173.0,2.0,78.2,2
7621,Whitefield,1362.0,2.0,85.0,2
7622,Whitefield,1457.0,2.0,105.0,3
7623,Whitefield,1720.0,3.0,128.0,3
7627,Whitefield,1564.0,3.0,103.0,3
7631,Whitefield,1639.0,3.0,107.0,3
7632,Whitefield,1760.0,3.0,139.0,3
7633,Whitefield,613.0,1.0,48.0,1
7634,Whitefield,1730.0,3.0,125.0,3
7636,Whitefield,877.0,1.0,59.0,1
7638,Whitefield,3453.0,4.0,231.0,5
7640,Yelachenahalli,1464.0,2.0,105.0,3
7641,Yelachenahalli,2400.0,1.0,150.0,2
7642,Yelachenahalli,1700.0,3.0,130.0,3
7643,Yelachenahalli,1080.0,2.0,55.0,2
7644,Yelachenahalli,1400.0,2.0,78.0,2
7645,Yelachenahalli,1330.0,3.0,73.5,3
7646,Yelachenahalli,800.0,1.0,30.0,2
7647,Yelachenahalli,1100.0,2.0,60.0,2
7648,Yelachenahalli,1365.0,2.0,72.0,3
7649,Yelachenahalli,1103.0,2.0,55.0,2
7650,Yelachenahalli,1000.0,2.0,50.0,2
7651,Yelahanka,3525.0,4.0,186.0,4
7653,Yelahanka,1326.0,2.0,78.0,2
7659,Yelahanka,1705.0,3.0,95.0,3
7661,Yelahanka,1234.0,2.0,80.0,2
7662,Yelahanka,1315.0,2.0,85.0,2
7663,Yelahanka,1170.0,2.0,62.5,2
7664,Yelahanka,697.0,1.0,45.0,1
7666,Yelahanka,2195.0,4.0,127.0,3
7668,Yelahanka,1614.0,3.0,95.0,3
7670,Yelahanka,628.0,1.0,24.0,1
7673,Yelahanka,654.0,1.0,38.4,1
7680,Yelahanka,1825.0,3.0,105.0,3
7681,Yelahanka,1603.0,3.0,96.0,3
7682,Yelahanka,1304.0,2.0,79.0,2
7686,Yelahanka,915.0,2.0,48.0,2
7688,Yelahanka,1517.0,3.0,76.3,3
7691,Yelahanka,1327.0,2.0,85.0,2
7694,Yelahanka,1566.0,3.0,97.0,3
7696,Yelahanka,1270.0,2.0,78.0,2
7697,Yelahanka,1400.0,2.0,80.54,3
7699,Yelahanka,1322.0,2.0,86.0,2
7700,Yelahanka,1100.0,2.0,70.0,2
7701,Yelahanka,1200.0,2.0,70.0,2
7704,Yelahanka,2675.0,4.0,140.0,4
7706,Yelahanka,654.0,1.0,37.0,1
7707,Yelahanka,1465.0,3.0,80.01,3
7716,Yelahanka,2145.0,3.0,125.0,3
7718,Yelahanka,1322.0,2.0,75.0,2
7720,Yelahanka,602.0,1.0,26.0,1
7721,Yelahanka,1100.0,2.0,60.0,2
7722,Yelahanka,1614.0,2.0,100.0,3
7723,Yelahanka,1890.0,3.0,108.0,3
7724,Yelahanka,1556.0,3.0,86.0,3
7725,Yelahanka,1610.0,4.0,85.0,3
7731,Yelahanka,1859.0,3.0,108.0,3
7733,Yelahanka,1322.0,2.0,80.0,2
7736,Yelahanka,2600.0,4.0,175.0,4
7737,Yelahanka,1305.0,2.0,78.0,2
7739,Yelahanka,1711.0,3.0,85.61,3
7740,Yelahanka,1315.0,2.0,75.0,2
7741,Yelahanka,3600.0,6.0,200.0,6
7744,Yelahanka,1614.0,3.0,95.0,3
7745,Yelahanka,1650.0,3.0,105.0,3
7750,Yelahanka,3990.0,4.0,260.0,4
7751,Yelahanka,1620.0,3.0,90.0,3
7752,Yelahanka,654.0,1.0,36.25,1
7753,Yelahanka,1614.0,3.0,93.0,3
7754,Yelahanka,694.0,1.0,30.84,1
7755,Yelahanka,1115.0,2.0,60.0,2
7756,Yelahanka,2317.0,4.0,140.0,3
7757,Yelahanka,1653.0,3.0,93.0,3
7758,Yelahanka,654.0,1.0,38.0,1
7760,Yelahanka,1445.0,2.0,82.0,2
7762,Yelahanka,602.0,1.0,38.0,1
7763,Yelahanka,697.0,1.0,35.0,1
7765,Yelahanka,682.0,1.0,36.23,1
7767,Yelahanka,1560.0,2.0,98.0,3
7768,Yelahanka,1780.0,3.0,107.0,3
7769,Yelahanka,1342.0,2.0,75.0,3
7770,Yelahanka,1823.0,3.0,103.0,3
7771,Yelahanka,1792.0,3.0,104.0,3
7772,Yelahanka,1304.0,2.0,69.97,2
7775,Yelahanka,1300.0,2.0,69.23,2
7776,Yelahanka,1705.0,3.0,91.0,3
7778,Yelahanka,1835.0,3.0,108.0,3
7779,Yelahanka,1847.0,3.0,92.0,3
7781,Yelahanka,1890.0,3.0,109.0,3
7782,Yelahanka,700.0,1.0,38.0,1
7783,Yelahanka,1491.0,3.0,85.0,3
7784,Yelahanka,2088.0,5.0,110.0,4
7789,Yelahanka,1600.0,3.0,100.0,3
7793,Yelahanka,1705.0,3.0,85.0,3
7794,Yelahanka,1350.0,2.0,85.0,3
7796,Yelahanka,1633.0,3.0,110.0,3
7797,Yelahanka,1142.0,1.0,42.535,1
7798,Yelahanka,1355.0,2.0,75.0,3
7801,Yelahanka,1104.0,2.0,58.0,2
7803,Yelahanka,1175.0,2.0,67.77,2
7804,Yelahanka,1322.0,2.0,77.9,2
7805,Yelahanka,602.0,1.0,33.0,1
7806,Yelahanka,1315.0,2.0,77.0,2
7809,Yelahanka,567.0,1.0,25.0,1
7811,Yelahanka,602.0,2.0,30.0,1
7813,Yelahanka,1234.0,2.0,80.0,2
7816,Yelahanka,1267.0,3.0,78.0,2
7817,Yelahanka,1360.0,2.0,78.19,2
7819,Yelahanka New Town,650.0,1.0,33.0,1
7820,Yelahanka New Town,500.0,1.0,20.0,1
7821,Yelahanka New Town,440.0,1.0,16.5,1
7822,Yelahanka New Town,1610.0,3.0,92.0,3
7823,Yelahanka New Town,1700.0,3.0,90.0,3
7824,Yelahanka New Town,650.0,1.0,20.0,1
7825,Yelahanka New Town,350.0,1.0,13.5,1
7827,Yelahanka New Town,1385.0,2.0,65.0,2
7828,Yelahanka New Town,500.0,2.0,24.0,1
7829,Yelahanka New Town,650.0,1.0,17.0,1
7830,Yelahanka New Town,450.0,1.0,16.0,1
7832,Yelahanka New Town,960.0,2.0,50.0,2
7834,Yelahanka New Town,1209.0,2.0,65.0,3
7835,Yelahanka New Town,1400.0,2.0,80.0,3
7836,Yelahanka New Town,450.0,1.0,15.0,1
7837,Yelahanka New Town,500.0,1.0,18.0,1
7838,Yelahanka New Town,1420.0,2.0,75.0,3
7840,Yelahanka New Town,2200.0,2.0,180.0,2
7841,Yelahanka New Town,488.0,1.0,20.0,1
7842,Yelahanka New Town,1100.0,2.0,58.0,2
7845,Yelahanka New Town,1000.0,2.0,44.0,2
7846,Yelahanka New Town,650.0,1.0,18.0,1
7848,Yelahanka New Town,1740.0,3.0,150.0,3
7849,Yelahanka New Town,1290.0,2.0,70.0,2
7851,Yelenahalli,1240.0,2.0,47.12,2
7852,Yelenahalli,1200.0,2.0,46.17,2
7854,Yelenahalli,1260.0,2.0,47.88,2
7856,Yelenahalli,1175.0,2.0,50.0,2
7857,Yelenahalli,1650.0,3.0,68.0,3
7858,Yelenahalli,1200.0,2.0,45.6,2
7859,Yelenahalli,1200.0,2.0,46.17,2
7860,Yelenahalli,1160.0,2.0,44.08,2
7862,Yeshwanthpur,1693.0,3.0,108.0,3
7863,Yeshwanthpur,667.0,1.0,36.85,1
7864,Yeshwanthpur,1950.0,4.0,130.0,4
7866,Yeshwanthpur,665.0,1.0,36.85,1
7867,Yeshwanthpur,1161.0,2.0,64.08,2
7870,Yeshwanthpur,671.0,1.0,36.85,1
